180015610	espclient_rs::filter::comparison::copy_sid	undefined __fastcall copy_sid(undefined8 * param_1, PSID param_2)
180015760	espclient_rs::filter::comparison::BoolComparison::to_predicate	undefined __fastcall to_predicate(undefined8 * param_1, char * param_2, undefined8 * param_3, longlong * param_4)
180015a20	espclient_rs::filter::comparison::BoolComparison::try_from_bytes	undefined __fastcall try_from_bytes(undefined8 * param_1, uint * param_2, ulonglong param_3)
180015c50	espclient_rs::filter::comparison::BinaryComparison::serialize_rhs	undefined __fastcall serialize_rhs(undefined8 * param_1, longlong * param_2, longlong * param_3)
180015ef0	espclient_rs::filter::comparison::BinaryComparison::try_from_raw	undefined __fastcall try_from_raw(ulonglong * param_1, int * param_2)
180016190	espclient_rs::filter::comparison::BinaryComparison::as_ffi	undefined __fastcall as_ffi(undefined4 * param_1, ulonglong * param_2, undefined4 param_3)
180016230	espclient_rs::filter::comparison::EaListComparison::to_predicate	undefined __fastcall to_predicate(undefined8 * param_1, int * param_2, undefined8 * param_3)
180016740	espclient_rs::filter::comparison::EaListComparison::try_from_bytes	undefined __fastcall try_from_bytes(ulonglong * param_1, uint * param_2, ulonglong param_3)
180016a30	espclient_rs::filter::comparison::EaListComparison::as_ffi	undefined __fastcall as_ffi(undefined8 param_1, longlong * param_2)
180016b90	espclient_rs::filter::comparison::StringComparison::to_predicate	undefined __fastcall to_predicate(undefined8 param_1, longlong param_2)
180016eb0	espclient_rs::filter::comparison::StringComparison::try_from_raw	undefined __fastcall try_from_raw(ulonglong * param_1, int * param_2)
180017120	espclient_rs::filter::comparison::StringComparison::to_path_predicate	undefined __fastcall to_path_predicate(undefined8 param_1, longlong param_2)
180017460	espclient_rs::filter::comparison::StringComparison::as_ffi	undefined __fastcall as_ffi(undefined4 * param_1, ulonglong * param_2, undefined8 param_3, ulonglong param_4)
180017500	espclient_rs::filter::comparison::ContextComparison::try_from_bytes	undefined __fastcall try_from_bytes(longlong * param_1, undefined4 param_2, uint * param_3, ulonglong param_4)
180017950	espclient_rs::filter::comparison::NumericComparison::try_from_raw	undefined __fastcall try_from_raw(undefined8 * param_1, int * param_2)
180017bb0	espclient_rs::filter::comparison::impl$3::try_from_raw::get_transform_list	undefined __fastcall get_transform_list(undefined4 * param_1, undefined8 param_2, uint param_3, uint * param_4)
180017ee0	espclient_rs::filter::comparison::ContextComparison::serialize_predicate	undefined __fastcall serialize_predicate(longlong * param_1, ulonglong * param_2, undefined8 * param_3)
180018650	espclient_rs::filter::comparison::NumericComparison::to_predicate	undefined __fastcall to_predicate(undefined8 param_1, longlong param_2)
180018af0	espclient_rs::filter::comparison::ContextComparison::as_ffi	undefined __fastcall as_ffi(undefined4 * param_1, ulonglong * param_2)
180019230	espclient_rs::filter::comparison::TokenGroupsComparison::try_from_bytes	undefined __fastcall try_from_bytes(longlong * param_1, uint * param_2, ulonglong param_3)
180019540	espclient_rs::filter::comparison::TokenPrivilegesComparison::try_from_bytes	undefined __fastcall try_from_bytes(ulonglong * param_1, uint * param_2, ulonglong param_3)
180019890	espclient_rs::filter::comparison::TokenPrivilegesComparison::as_ffi	undefined __fastcall as_ffi(undefined8 param_1, longlong * param_2)
18001a970	espclient_rs::filter::comparison::MemoryAddressBasicComparison::try_from_bytes	undefined __fastcall try_from_bytes(undefined8 * param_1, uint * param_2, ulonglong param_3)
18001bb20	espclient_rs::filter::comparison::SecurityDescriptorComparison::try_from_bytes	undefined __fastcall try_from_bytes(ulonglong * param_1, uint * param_2, ulonglong param_3)
18001bf60	espclient_rs::filter::comparison::MemoryAddressBasicComparison::to_predicate	undefined __fastcall to_predicate(undefined8 * param_1, longlong * param_2, undefined8 * param_3, undefined8 param_4)
18001c2a0	espclient_rs::filter::comparison::SecurityDescriptorComparison::to_predicate	undefined __fastcall to_predicate(undefined8 * param_1, int * param_2, undefined8 * param_3, longlong * param_4)
18001cab0	espclient_rs::filter::comparison::impl$23::to_predicate::closure$0	undefined __fastcall closure$0(undefined4 * param_1, undefined8 param_2, undefined8 param_3, longlong * param_4)
18001cf50	espclient_rs::filter::comparison::MemoryAddressBasicComparison::as_ffi	undefined __fastcall as_ffi(undefined8 param_1, longlong * param_2)
18001d420	espclient_rs::filter::comparison::SecurityDescriptorComparison::as_ffi	undefined __fastcall as_ffi(undefined8 param_1, longlong * param_2)
18001d620	espclient_rs::rule::filesystem::FoOpenConfig::try_as_ffi	undefined __fastcall try_as_ffi(int * param_1, longlong param_2)
18001dba0	espclient_rs::rule::filesystem::IoOperationConfig::try_as_ffi	undefined __fastcall try_as_ffi(longlong * param_1, longlong param_2)
18001e040	espclient_rs::rule::filesystem::RemoteClientConfig::try_as_ffi	undefined __fastcall try_as_ffi(undefined8 * param_1, longlong * param_2)
18001e230	espclient_rs::rule::filesystem::AccessStateConfig::try_as_ffi	undefined __fastcall try_as_ffi(undefined8 * param_1, longlong param_2)
18001e580	espclient_rs::rule::filesystem::FoOpenConfig::new	undefined __fastcall new(undefined8 * param_1, undefined8 * param_2, undefined8 param_3, undefined1 * param_4)
18001ecc0	espclient_rs::rule::filesystem::IoOperationConfig::new	undefined __fastcall new(undefined8 * param_1, undefined8 * param_2, undefined8 param_3, undefined1 * param_4)
18001f380	espclient_rs::rule::filesystem::RemoteClientConfig::new	undefined __fastcall new(ulonglong * param_1, undefined8 * param_2, undefined8 param_3, undefined4 param_4)
18001f770	espclient_rs::rule::filesystem::AccessStateConfig::new	undefined __fastcall new(ulonglong * param_1, undefined8 * param_2, undefined8 param_3, undefined4 param_4)
18001feb0	espclient_rs::rule::filesystem::FoReadConfig::try_as_ffi	undefined __fastcall try_as_ffi(undefined8 * param_1, longlong param_2)
180020010	espclient_rs::rule::filesystem::FoReadConfig::new	undefined __fastcall new(undefined8 * param_1, undefined8 * param_2, undefined8 param_3, undefined1 * param_4)
1800201c0	espclient_rs::rule::filesystem::FoWriteConfig::try_as_ffi	undefined __fastcall try_as_ffi(ulonglong * param_1, longlong param_2)
180020450	espclient_rs::rule::filesystem::FoWriteConfig::new	undefined __fastcall new(undefined8 * param_1, undefined8 * param_2, undefined8 param_3, undefined1 * param_4)
180020730	espclient_rs::rule::filesystem::FsSetEaConfig::try_as_ffi	undefined __fastcall try_as_ffi(int * param_1, longlong param_2)
